id,code,product_name,generic_name,quantity,unit quantity,packaging,brands,categories,origins,manufacturing_places,manufacturing_places_tags,labels,stores,countries,ingredients_text,allergens_tags,traces,additives_n,additives_tags,ingredients_from_palm_oil_n,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,,image_url,image_small_url,image_ingredients_url,image_nutrition_url,energy_kcal_100g,energy_100g,energy_from_fat_100g,fat_100g,saturated_fat_100g,monounsaturated_fat_100g,polyunsaturated_fat_100g,omega_3_fat_100g,omega_6_fat_100g,omega_9_fat_100g,trans_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin_a_100g,vitamin_d_100g,vitamin_e_100g,vitamin_c_100g,vitamin_b1_100g,vitamin_b2_100g,vitamin_pp_100g,vitamin_b6_100g,vitamin_b9_100g,vitamin_b12_100g,biotin_100g,pantothenic_acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,selenium_100g,iodine_100g,caffeine_100g,fruits-vegetables_nuts_estimate_100g,cocoa_100g,carbon_footprint_from_meat_or_fish_100g,Price
1228,5060166691530,Monster Khaos,Jus de fruit à base de concentré,500,ml,"Canette,Aluminium",Monster,"Boissons, Boissons gazeuses, Sodas, Boissons énergisantes, Boissons avec sucre ajouté",,,,,,"Belgique, France","Jus de fruits à base de concentré 50%, pomme, orange, pêche,mandarine,ananas, raisin blanc, eau gazéifiée, sirop de glucose, taurine, arômes, caféine 0.03%, acidifiant : acide citrique, extrait de racine de ginseng, colorants : anthocyanes, beta carotène, E160b, conservateurs : benzoate de sodium, sorbate de potassium, édulcorants : sucralose, vitamine B3, vitamine B5, vitamine B2, vitamine B12, L-tartrate de L-Carnitine 0,004%, chlorure de sodium, D-gluconolactone, extrait de graines de guarana 0.002%, inositol, maltodextrine",,,8,"en:e160a,en:e160ai,en:e160b,en:e163,en:e202,en:e211,en:e330,en:e575,en:e955",0,d,4,Boissons ,Artificially sweetened beverages,en:sweetened-beverages,,https://static.openfoodfacts.org/images/products/506/016/669/1530/front_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/506/016/669/1530/front_fr.10.200.jpg,https://static.openfoodfacts.org/images/products/506/016/669/1530/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/506/016/669/1530/nutrition_fr.17.400.jpg,33,138,,10.9,0,,,,,,,8,8,,0,0.009,0.0036,,,,,,,0.00056,0.0064,0.00056,,0.000001,,,,,,,,,,,,,,,,,1
1229,5412741000020,Ruchers du terroir,,500,g,"Verre,pot,bocal",Ruchers du Terroir,"Produits à tartiner, Petit-déjeuners, Produits de la ruche, Produits d'élevages, Produits à tartiner sucrés, Édulcorants, Miels, Miels crémeux","Hors CE,Monde",,,Déconseillé aux enfants de moins de 1 an,Delhaize,"Belgique, France",Mélange de miels non CE.,,,0,,0,,2,Epicerie sucrée,Sweets,fr:miels-cremeux,,https://static.openfoodfacts.org/images/products/541/274/100/0020/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/541/274/100/0020/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/541/274/100/0020/ingredients_fr.14.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1230,27061954,Pommes de Terre Grenaille,,1000,g,ravier carton emballage plastique,Bio Acoustic,,Belgique,Ranst,ranst,"Organic, EU Organic, BE-BIO-01 , en:eu-non-eu-agriculture",Aldi,en:Belgium,,,,,,,,,Legumes,unknown,,,https://static.openfoodfacts.org/images/products/27061954/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/27061954/front_fr.4.200.jpg,,,20,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1231,5400119521833,Oeuf,,600,g,boîte en carton,Delhaize,"Produits d'élevages, Œufs, Œufs frais",Belgique,Belgique,belgique,"Nutriscore,Nutriscore B",Delhaize,Belgique,Œufs frais bio,,,0,,0,,1,Crèmerie ,Eggs,en:fresh-eggs,,https://static.openfoodfacts.org/images/products/540/011/952/1833/front_fr.24.400.jpg,https://static.openfoodfacts.org/images/products/540/011/952/1833/front_fr.24.200.jpg,https://static.openfoodfacts.org/images/products/540/011/952/1833/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/011/952/1833/nutrition_fr.18.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1232,5410063017566,Pudding minceur complet,"Substitut de repas pour contrôle du poids, crème chocolat, avec sucres et édulcorants",210,g,Plastique,Gerlinéa,"Produits laitiers, Desserts, Plats préparés, Desserts lactés, Substituts de repas",,,,,Colruyt,Belgique,"_Lait_ écrémé, eau, sucre, protéines de _lait_, amidon modifié, chocolat 2% (sucre, pâte de cacao), cacao maigre, huile de _soja_, maltodextrine, crème de lait, minéraux (citrate de sodium, hydroxyde de potassium, citrate de potassium, sels de magnésium de l'acide citrique, sulfate ferreux, sulfate de zinc, sélénite de sodium, sulfate de cuivre, sulfate de manganèse, iodate de potassium), émulsifiant (mono - et diglycerides d'acides gras), gélifiant (carraghénanes), épaississant (gomme guar), vitamines (vitamine C, vitamine E, vitamine B3, vitamine A, vitamine D, vitamine B6, vitamine B1, vitamine B2, vitamine B12, acide pantothénique, acide folique, biotine), édulcorants (acésulfame-K, sucralose), _lactose_","en:milk,en:soybeans",,6,"en:e14xx,en:e407,en:e412,en:e471,en:e950,en:e955",0,,4,Epicerie sucrée,Dairy desserts,en:meal-replacements,,https://static.openfoodfacts.org/images/products/541/006/301/7566/front_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/541/006/301/7566/front_fr.15.200.jpg,https://static.openfoodfacts.org/images/products/541/006/301/7566/ingredients_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/541/006/301/7566/nutrition_fr.10.400.jpg,102,427,,1.9,1,,,,,,,14,10,1.3,6.6,0.25,0.1,,0.000169,0.0000016,0.0017,0.0081,0.00022,0.00038,0.0026,0.00024,0.000062,0.00000038,0.0000028,0.00075,0.27,0.116,0.11,0.0025,0.027,0.0017,0.0002,0.00019,0.0000094,0.000044,,,,,1
1233,5400113027072,Maïswafels / Galettes de maïs,,120,g,Plastique,Delhaize,"Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Granen en aardappels, Granen en graanproducten, Graanwafels, Maiswafels",Agriculture UE,,,"Organic, EU Organic, BE-BIO-02, fr:AB Agriculture Biologique    , en:eu-agriculture",Delhaize,"België, Frankrijk","Mais, zeezout",,en:sesame-seeds,0,,0,a,3,Epicerie salée,Cereals,en:puffed-corn-cakes,,https://static.openfoodfacts.org/images/products/540/011/302/7072/front_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/540/011/302/7072/front_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/540/011/302/7072/ingredients_fr.26.400.jpg,https://static.openfoodfacts.org/images/products/540/011/302/7072/nutrition_fr.12.400.jpg,381,1594,,0.7,0.1,,,,,,,83.9,2.2,2.7,8.4,0.27,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1234,5400101171282,PURÉE de tomates,Purée de tomates 7% au basilic et aux oignons.,500,g,,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Epicerie, Conserves, Aliments à base de fruits et de légumes, Légumes et dérivés, Tomates et dérivés, Sauces, Sauces tomate, Purées de tomates",Italie,Italie,italie,,Carrefour,"Belgique, France","Tomates 96,5%, basilic 1,5%, oignons 1,5%, sel, acidifiant : acide citrique.",,,1,en:e330,0,a,3,Epicerie salée,Dressings and sauces,en:tomato-purees,,https://static.openfoodfacts.org/images/products/540/010/117/1282/front_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/540/010/117/1282/front_fr.14.200.jpg,https://static.openfoodfacts.org/images/products/540/010/117/1282/ingredients_fr.20.400.jpg,https://static.openfoodfacts.org/images/products/540/010/117/1282/nutrition_fr.18.400.jpg,,73,,0,0,,,,,,,2.7,2.6,1,0.9,0.48,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1235,5430000504010,Belgische Ketchup ,,300,ml,Bouteille,Brussels KETJEP,"Epicerie, Sauces, Sauces tomate, Ketchup",,,,,Delhaize,"Belgique,France",purée de tomates double concentrée (210g de tomates fraiches pour 100g de ketchup). Eau. Vinaigre. Sucre. Sel. Amidon modifié. acidifiant: E575. conservateur E202. antioxydant E 300. épice.,,,4,"en:e14xx,en:e202,en:e300,en:e575",0,d,4,Epicerie salée,Dressings and sauces,en:ketchup,,https://static.openfoodfacts.org/images/products/543/000/050/4010/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/543/000/050/4010/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/543/000/050/4010/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/543/000/050/4010/nutrition_fr.7.400.jpg,109,456,,0.1,0.1,,,,,,,25,23.9,,2,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1236,7613034014696,Lardons nature,,200,g,Barquette,Herta,"Viandes, Charcuteries, Charcuteries diverses, Allumettes de porc, Lardons de porc",,,,Sans gluten,Delhaize,Belgique,"Poitrine de porc, conservateurs lactate de potassium, acétate de sodium, nitrite de sodium; sel, dextrose de mais, antioxydant : isoascorbate de sodium",,,4,"en:e250,en:e262,en:e262i,en:e316,en:e326",0,e,4,Viande ,Processed meat,en:lardons,,https://static.openfoodfacts.org/images/products/761/303/401/4696/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/761/303/401/4696/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/761/303/401/4696/ingredients_fr.12.400.jpg,,250,1046,,20,7.8,,,,,,,0.4,0.4,0.5,17,2.2,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1237,5430000301091,Mur de Huy,,330,ml,Bouteille,Mur de Huy,,Belgique,Amay,amay,fr:AOC,,Belgien,"eau, malts d'orge, froment, houblons levures.",en:gluten,fr:Traces de Bière,0,,0,,,Traiteur et apéritifs ,unknown,,,https://static.openfoodfacts.org/images/products/543/000/030/1091/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/543/000/030/1091/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/543/000/030/1091/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/543/000/030/1091/nutrition_fr.10.400.jpg,,,,0,0,,,,,,,,,,,0,0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1239,5425037200066,Wise,,250,ml,canette,wize,"Beverages, Carbonated drinks",,Belgique,belgique,,Spar,Belgique,,,fr:vitamine C,,,,c,,Boissons ,unknown,en:carbonated-drinks,,https://static.openfoodfacts.org/images/products/542/503/720/0066/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/542/503/720/0066/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/542/503/720/0066/ingredients_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/542/503/720/0066/nutrition_fr.5.400.jpg,6.4,26.8,,0.16,0.16,,,,,,,1.6,1.52,0,0.56,0.052,0.0208,0,,,,,,,,,,,,,,,,,,,,,,,0.0064,,,,1
1240,3023290215357,Pudding vanille,,460,g,En pot,Nestle,"Desserts, Puddings",,,,,"Okay,Delhaize",Belgien,"Lait entier (80,7% ), sucre, amidon de maïs, poudre de lait écrémé, crème (lait), lactose (lait), épaississant (carraghénanes), arôme vanille, colorant (bêta-carotène).",en:milk,,2,"en:e160a,en:e160ai,en:e407",0,c,4,Epicerie sucrée,Dairy desserts,en:puddings,,https://static.openfoodfacts.org/images/products/302/329/021/5357/front_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/302/329/021/5357/front_fr.19.200.jpg,https://static.openfoodfacts.org/images/products/302/329/021/5357/ingredients_fr.22.400.jpg,https://static.openfoodfacts.org/images/products/302/329/021/5357/nutrition_fr.14.400.jpg,125,523,,3,2,,,,,,,21.3,18.6,0.1,3.2,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1241,27076606,Pizza 4 Formaggi,,415,g,,casa morando,"Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas au fromage, Pizzas aux quatre fromages",,,,,lidl,"Belgique,France",,,,,,,d,,Traiteur et apéritifs ,Pizza pies and quiche,en:four-cheese-pizza,,https://static.openfoodfacts.org/images/products/27076606/front_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/27076606/front_fr.12.200.jpg,https://static.openfoodfacts.org/images/products/27076606/ingredients_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/27076606/nutrition_fr.15.400.jpg,240,1004,,8.7,4.6,,,,,,,28,2.9,,11,1.3,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1242,20803933,Super smoothie,smoothie,250,ml,bouteille,solevita,"Plant-based foods and beverages, Beverages, Plant-based beverages, Non-Alcoholic beverages, Smoothies, Unsweetened beverages",,,,,lidl,"Belgium,France,Ireland",,,,,,,e,,Boissons ,unknown,en:unsweetened-beverages,,https://static.openfoodfacts.org/images/products/20803933/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/20803933/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/20803933/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/20803933/nutrition_en.18.400.jpg,61,255,,0.1,0.09,,,,,,,13.5,12.8,,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1243,5410803390102,Sauce poivre,,300,ml,,Colona,"Epicerie, Sauces",,waremme,waremme,,,Belgique,,,,,,,e,,Epicerie salée,Dressings and sauces,en:sauces,,https://static.openfoodfacts.org/images/products/541/080/339/0102/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/541/080/339/0102/front_fr.4.200.jpg,,https://static.openfoodfacts.org/images/products/541/080/339/0102/nutrition_fr.9.400.jpg,615,2573,,65.9,5.2,,,,,,,3,0.2,,2.6,3.1,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1244,640522149100,"Cookies Noix de Coco, Dattes et Noix de Cajou",,60,g,"Doypack,sachet,plastique",The Rawlicious Food Company,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",,,,"Bio, Végétarien, Végétalien  ",,"Belgique, France, Royaume-Uni","Noix de coco desséchée* 48%, noix de cajou* 24%, dattes* 12%, raisins* 12%, gingembre frais* 2%, vanille en poudre*, sel  *Issus de l'agriculture biologique.",en:nuts,,0,,0,c,3,Epicerie sucrée,Biscuits and cakes,en:biscuits,,https://static.openfoodfacts.org/images/products/064/052/214/9100/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/064/052/214/9100/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/064/052/214/9100/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/064/052/214/9100/nutrition_fr.18.400.jpg,,2450,,46.9,33.2,,,,,,,27.9,23.4,9.4,9.7,0.32,0.128,,,,,,,,,,,,,,,,,,,,,,,,,96,,,1
1245,5400155118660,PATE CREME,,150,g,sous atmosphère protectrice,fine life,,Belgique,,,,Makro,en:Belgium,"foie de porc, porc 25/ , eau, graisse de porc, lait,tissu conjuctuf de porc, protéines de pois, oignon, sel, oeufs, farine de riz, amidon de blé, farine de pomme de terre, protéines de soja, épices,  sucre, tomates, dextrose, émulsifiant E450, E452, E472C, Antioxydant E301, E325, E326, E331, colorant E120, arôme de vanille, conservateur E250, sirop de glucose, arôme.","en:eggs,en:milk",,9,"en:e120,en:e250,en:e301,en:e325,en:e326,en:e331,en:e450,en:e452,en:e472c",0,,4,Epicerie salée,unknown,,,https://static.openfoodfacts.org/images/products/540/015/511/8660/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/015/511/8660/front_fr.4.200.jpg,,https://static.openfoodfacts.org/images/products/540/015/511/8660/nutrition_fr.7.400.jpg,275,1151,,23.7,8.8,,,,,,,2,1.6,,13.1,1.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1246,8718300057120,Escalopes orientales Végétariennes,,200,g,"frais,carton,plastique",Vivera Vega,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Plats préparés d'origine végétale, Substituts du fromage",,,,"Végétarien,Riche en protéines,À l'huile de tournesol",,"Belgique,France","56% PROTÉINE DE SOJA et DE BLÉ réhydratée, [FARINE DE BLÉ, sel, levure, eau, colorant [rocou]], l'huile de tournesol, eau, BLANC D'OEUF [de poules élevées en plein air], SAUCE DE SOJA SUCREE [sucre, mélasse, SAUCE DE SOJA [eau, HARICOTS DE SOJA, DE BLE, sel], sel, vinaigre, AMIDON DE BLÉ, GLUTEN DE BLEI, FARINE DE BLÉ, AMIDON DE BLÉ, de lait de [lait de coco, maltodextrine, PROTÉINE DE LAIT], oignon, sel, arôme, herbes et épices, amidon de pomme de terre modifiée, minéraux [calcium, fer], sucre, LACTOSE, épaississant [gomme de guar], poudre d'oignon, amidon de maïs, extrait de levure, poudre d'ail, poudre de carotte, extrait d'épices, FARINE DE BLÉ, vitamines {C, B6, BI ; BI 21}.","en:eggs,en:gluten,en:milk,en:soybeans",en:lupin,2,"en:e160b,en:e412",0,a,4,Traiteur et apéritifs ,One-dish meals,en:non-dairy-cheeses,,https://static.openfoodfacts.org/images/products/871/830/005/7120/front_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/871/830/005/7120/front_fr.16.200.jpg,https://static.openfoodfacts.org/images/products/871/830/005/7120/ingredients_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/871/830/005/7120/nutrition_fr.17.400.jpg,200,837,,6.3,0.7,,,,,,,18,3.3,3.9,16,1.3,0.52,,,,,,,,,,,0.00000038,,,,,,0.0021,,,,,,,,,,,1
1247,5400101074897,Champignons de Paris - mélange à étuver,,400,g,sachet en plastique,carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Champignons et produits dérivés, Aliments à base de plantes frais, Champignons, Légumes frais, Champignons frais, Mélanges de champignons",,,,,carrefour,en:Belgium,"Champignon de Paris variété blonde 50%, chou rouge, oignon rouge. Peut contenir des traces de céleri.",,en:celery,0,,0,a,1,Legumes,vegetables,en:mixed-mushrooms,,https://static.openfoodfacts.org/images/products/540/010/107/4897/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/010/107/4897/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/010/107/4897/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/010/107/4897/nutrition_fr.10.400.jpg,16,67,,0,0,,,,,,,1.1,0.9,2.2,1.7,0.02,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1248,5420051401123,ETHIQUABLE CACAO INSTANTANE,,500,g,Boîte en aluminium,Ethiquable,"Cacaos et chocolats en poudre, Cacaos en poudre","Haïti,Équateur",,,Bio  ,Carrefour,Belgium,"sucre de canne, poudre de cacao (32% minimum).",,"en:celery,en:gluten,en:milk,en:nuts,en:soybeans,en:sulphur-dioxide-and-sulphites",0,,0,d,3,Traiteur et apéritifs ,unknown,en:cocoa-powders,,https://static.openfoodfacts.org/images/products/542/005/140/1123/front_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/542/005/140/1123/front_fr.12.200.jpg,https://static.openfoodfacts.org/images/products/542/005/140/1123/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/542/005/140/1123/nutrition_fr.26.400.jpg,390,1632,,6.7,4.2,,,,,,,72,68,0,5.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1249,5400101260290,Confiture bio framboises,,340,g,,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Produits à tartiner, Petit-déjeuners, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de framboises, en:fruit-jams",,,,"Organic,EU Organic,BE-BIO-01",carrefour,Belgium,,,,,,,d,,Epicerie sucrée,Sweets,en:fruit-jams,,https://static.openfoodfacts.org/images/products/540/010/126/0290/front_fr.23.400.jpg,https://static.openfoodfacts.org/images/products/540/010/126/0290/front_fr.23.200.jpg,https://static.openfoodfacts.org/images/products/540/010/126/0290/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/540/010/126/0290/nutrition_fr.24.400.jpg,248,1038,,0.5,0.1,,,,,,,61,61,1,0.5,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,55,,,1
1250,5400101013018,Fromage Blanc,,500,g,Pot,Carrefour,"Produits laitiers, Desserts, Desserts lactés, Fromages blancs, Fromages blancs au lait de vache, Fromages blancs natures",,,,,Carrefour,België,"Lait écrémé pasteurisé, crème pasteurisée, ferments lactiques, conservateur : sorbate de potassium.",en:milk,,1,en:e202,0,b,3,Epicerie sucrée,Dairy desserts,fr:fromages-blancs-natures,,https://static.openfoodfacts.org/images/products/540/010/101/3018/front_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/540/010/101/3018/front_fr.15.200.jpg,https://static.openfoodfacts.org/images/products/540/010/101/3018/ingredients_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/540/010/101/3018/nutrition_fr.10.400.jpg,123,515,,9,6,,,,,,,2.3,2.3,0,8.2,0.09,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1251,5400141190106,Ribble chips salt & pepper,Chips poivre et Sel,200,g,"Sachet Plastique,Sous atmosphère protectrice",Boni,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Apéritif, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips de pommes de terre à l'huile de tournesol, Chips au sel et au poivre",,,,,Colruyt,"Belgique,France","60,4 % pommes de terre, 32,6 % huile de tournesol, 7 % assaisonnement poivre et sel (farine de riz, sel, poivre, arôme dextrose).",,"en:celery,en:milk,en:mustard,en:soybeans",0,,0,d,3,Traiteur et apéritifs ,Appetizers,en:salt-and-pepper-crisps,,https://static.openfoodfacts.org/images/products/540/014/119/0106/front_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/540/014/119/0106/front_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/540/014/119/0106/ingredients_fr.14.400.jpg,,540,2259,,33,3.3,,,,,,,53,1.4,,6,0.8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1252,5410146414817,Riz au lait entier,,100,g,pot en plastique couvercle aluminium,DANONE,"Desserts, Puddings, Riz au lait",,,,,,en:BE,,,,,,,b,,Epicerie sucrée,Dairy desserts,en:rice-puddings,,https://static.openfoodfacts.org/images/products/541/014/641/4817/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/541/014/641/4817/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/541/014/641/4817/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/541/014/641/4817/nutrition_fr.12.400.jpg,126,527,,2.9,1.8,,,,,,,21.7,13.5,,3.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1253,3155250363645,Crema al Mascarponee,"Crème sous pression stérilisée UHT avec mascarpone, sucrée",250,g,métal,Galbani,"Produits laitiers, Crèmes",,Belgique,belgique,en:made-in-belgium,"Magasins U,Intermarché,carrefour,Delhaize","France,Belgique","Crème 33% mg (86%) Mascarpone (Crème LAIT entier,acidifiant: acide lactique) (7,69%); sucre (6% ); gaz propulseur : E942, E9412émulsifiant E471,Stabilisant :E407",en:milk,,3,"en:e270,en:e407,en:e942",0,d,4,Crèmerie ,Milk and yogurt,en:creams,,https://static.openfoodfacts.org/images/products/315/525/036/3645/front_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/315/525/036/3645/front_fr.14.200.jpg,https://static.openfoodfacts.org/images/products/315/525/036/3645/ingredients_fr.25.400.jpg,https://static.openfoodfacts.org/images/products/315/525/036/3645/nutrition_fr.27.400.jpg,335,1402,,32,23,,,,,,,9.1,9.1,,2.6,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1254,5400141086836,Limonade citron,,1500,ml,,Everyday,"Boissons, Boissons gazeuses",,,,,Colruyt,Belgique,"Limonade gazeuse goût citron-Eau gazeifie, sucre, acidifiant (E330), arômes naturels, correcteur d'acidité E331) antioxydant (E300), conservateur (E202)",,,4,"en:e202,en:e300,en:e330,en:e331",0,e,4,Boissons ,Sweetened beverages,en:carbonated-drinks,,https://static.openfoodfacts.org/images/products/540/014/108/6836/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/014/108/6836/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/014/108/6836/ingredients_fr.7.400.jpg,,35,146,,0,0,,,,,,,8.7,8.7,,0,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1255,5017474957971,graines de tournesol,,500,g,,Holland & Barret,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Graines, Graines de tournesol et dérivés, Graines de tournesol, Graines de tournesol crues, Graines de tournesol décortiquées, Graines de tournesol décortiquées crues",,Bulgarie,bulgarie,,Holland & Barret,en:Belgium,Graines de tournesol,,"en:nuts,en:peanuts,en:sesame-seeds",0,,0,c,1,Epicerie salée,unknown,en:raw-shelled-sunflower-seeds,,https://static.openfoodfacts.org/images/products/501/747/495/7971/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/501/747/495/7971/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/501/747/495/7971/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/501/747/495/7971/nutrition_fr.12.400.jpg,581,2431,,48,4.5,,,,,,,19,1.7,6,20,0.01,0.004,,,,0.0378,,0.0016,,,,,,,,0.71,,0.64,,,,,,,,,,,,1
1256,5400141114812,Filet de Saxe fumé,,200,g,200g,Boni,"Viandes, Charcuteries, Jambons, Jambons crus, Jambons crus fumés",,,,Sans gluten,Colruyt,Belgique,"97 4 % viande de porc. sel, conservateur E250)",,,1,en:e250,0,d,3,Viande ,Processed meat,en:raw-smoked-cured-ham,,https://static.openfoodfacts.org/images/products/540/014/111/4812/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/014/111/4812/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/014/111/4812/ingredients_fr.14.400.jpg,,116,485,,1.3,0.5,,,,,,,0.5,0.5,,26,2.7,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1257,8717333345129,Lait pour nourrissons n°1,lait pour nourisson,800,g,boîte,Kruidvat,"Aliments pour bébé, Laits pour bébé",,Pays-Bas,pays-bas,,Kruidvat,Belgique,,,,,,,,,Crèmerie ,unknown,en:baby-milks,,https://static.openfoodfacts.org/images/products/871/733/334/5129/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/871/733/334/5129/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/871/733/334/5129/ingredients_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/871/733/334/5129/nutrition_fr.11.400.jpg,67,280,,3.3,1.4,,,,,,,7.6,7,,1.3,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
